TOTAL_NUM,IS_FRAUD,source_template
489.97,False,template3
179.4,False,template3
902.62,False,template3
623.65,False,template3
724.47,False,template3
194.19,False,template3
187.31,False,template3
1307.7,True,template3
67.39,False,template3
553.45,False,template3
798.89,False,template3
702.98,False,template3
681.34,False,template3
834.98,False,template3
280.61,False,template3
270.88,False,template3
383.23,False,template3
1085.05,True,template3
914.71,False,template3
624.04,False,template3
668.43,False,template3
1369.47,True,template3
265.39,False,template3
579.55,False,template3
428.2,False,template3
255.17,False,template3
593.1,False,template3
329.61,False,template3
1200.33,True,template3
1003.0,True,template3
609.46,False,template3
774.42,False,template3
478.74,False,template3
675.56,False,template3
385.98,False,template3
799.93,False,template3
357.41,False,template3
1059.89,True,template3
576.02,False,template3
620.1,False,template3
656.69,False,template3
553.89,False,template3
335.02,False,template3
712.93,False,template3
331.7,False,template3
709.51,False,template3
361.26,False,template3
589.62,False,template3
712.61,False,template3
377.91,False,template3
204.78,False,template3
190.36,False,template3
1055.25,True,template3
275.59,False,template3
457.52,False,template3
129.38,False,template3
945.21,False,template3
611.62,False,template3
440.93,False,template3
661.0,False,template3
1040.22,True,template3
602.7,False,template3
832.93,False,template3
990.89,False,template3
608.85,False,template3
440.23,False,template3
787.77,False,template3
230.09,False,template3
519.61,False,template3
99.12,False,template3
905.5,False,template3
548.64,False,template3
426.54,False,template3
544.89,False,template3
1146.14,True,template3
766.06,False,template3
262.22,False,template3
1046.42,True,template3
609.11,False,template3
531.77,False,template3
505.84,False,template3
520.43,False,template3
791.02,False,template3
631.78,False,template3
346.29,False,template3
626.52,False,template3
1061.06,True,template3
163.99,False,template3
1312.51,True,template3
776.19,False,template3
354.99,False,template3
308.56,False,template3
639.75,False,template3
912.98,False,template3
332.53,False,template3
609.5,False,template3
649.78,False,template3
318.22,False,template3
556.17,False,template3
1274.35,True,template3
916.03,False,template3
1227.95,True,template3
422.59,False,template3
1054.49,True,template3
883.72,False,template3
801.21,False,template3
101.88,False,template3
959.35,False,template3
169.97,False,template3
450.63,False,template3
591.97,False,template3
400.56,False,template3
458.66,False,template3
674.92,False,template3
1014.59,True,template3
601.66,False,template3
435.75,False,template3
1512.79,True,template3
1877.85,True,template3
1141.14,True,template3
135.86,False,template3
289.81,False,template3
920.49,False,template3
828.68,False,template3
920.38,False,template3
1599.27,True,template3
403.96,False,template3
838.48,False,template3
245.68,False,template3
677.22,False,template3
882.31,False,template3
399.72,False,template3
717.93,False,template3
1061.18,True,template3
706.2,False,template3
1097.17,True,template3
486.41,False,template3
351.25,False,template3
1262.24,True,template3
633.04,False,template3
799.09,False,template3
1166.72,True,template3
514.49,False,template3
844.65,False,template3
369.46,False,template3
249.92,False,template3
1050.91,True,template3
311.19,False,template3
1046.68,True,template3
757.56,False,template3
127.75,False,template3
570.95,False,template3
543.6,False,template3
1346.74,True,template3
267.38,False,template3
965.39,False,template3
221.04,False,template3
436.33,False,template3
105.38,False,template3
328.58,False,template3
418.88,False,template3
322.83,False,template3
477.31,False,template3
930.54,False,template3
473.93,False,template3
176.52,False,template3
94.63,False,template3
1135.63,True,template3
488.86,False,template3
389.1,False,template3
388.6,False,template3
442.4,False,template3
411.03,False,template3
1385.5,True,template3
1094.17,True,template3
144.01,False,template3
995.15,False,template4
806.53,False,template4
487.65,False,template4
285.06,False,template4
1124.73,True,template4
789.09,False,template4
208.93,False,template4
676.38,False,template4
1049.43,True,template4
649.73,False,template4
1114.0,True,template4
461.82,False,template4
1313.86,True,template4
629.08,False,template4
773.38,False,template4
441.91,False,template4
538.26,False,template4
272.61,False,template4
198.32,False,template4
552.32,False,template4
656.3,False,template4
95.48,False,template4
645.9,False,template4
489.57,False,template4
252.14,False,template4
162.69,False,template4
379.38,False,template4
270.57,False,template4
313.55,False,template4
142.72,False,template4
300.78,False,template4
676.15,False,template4
595.55,False,template4
318.18,False,template4
528.74,False,template4
481.11,False,template4
761.2,False,template4
173.08,False,template4
435.97,False,template4
638.1,False,template4
841.87,False,template4
323.93,False,template4
1146.91,True,template4
797.41,False,template4
224.64,False,template4
807.94,False,template4
677.72,False,template4
436.77,False,template4
483.37,False,template4
448.51,False,template4
977.02,False,template4
657.57,False,template4
523.35,False,template4
481.63,False,template4
246.01,False,template4
1168.66,True,template4
579.94,False,template4
435.46,False,template4
155.92,False,template4
125.32,False,template4
1379.19,True,template4
457.44,False,template4
314.43,False,template4
695.47,False,template4
1385.78,True,template4
713.78,False,template4
1029.07,True,template4
866.38,False,template4
591.6,False,template4
1669.41,True,template4
634.57,False,template4
363.69,False,template4
703.98,False,template4
438.47,False,template4
569.77,False,template4
247.63,False,template4
220.16,False,template4
512.08,False,template4
720.84,False,template4
122.7,False,template4
915.94,False,template4
1095.52,True,template4
446.31,False,template4
136.05,False,template4
1598.79,True,template4
234.87,False,template4
955.61,False,template4
850.68,False,template4
470.8,False,template4
940.3,False,template4
566.66,False,template4
623.68,False,template4
367.91,False,template4
984.75,False,template4
93.65,False,template4
411.83,False,template4
578.06,False,template4
44.31,False,template4
412.87,False,template4
571.78,False,template4
663.4,False,template4
500.87,False,template4
652.11,False,template4
598.45,False,template4
187.68,False,template4
121.78,False,template4
451.3,False,template4
572.52,False,template4
466.79,False,template4
220.8,False,template4
596.24,False,template4
328.57,False,template4
165.52,False,template4
1117.48,True,template4
563.11,False,template4
804.34,False,template4
1460.3,True,template4
1106.8,True,template4
907.87,False,template4
141.91,False,template4
434.28,False,template4
445.23,False,template4
36.65,False,template4
995.53,False,template4
519.85,False,template4
1078.73,True,template4
640.48,False,template4
289.2,False,template4
775.22,False,template4
196.09,False,template4
447.67,False,template4
476.18,False,template4
823.88,False,template4
572.14,False,template4
1099.38,True,template4
592.27,False,template4
797.9,False,template4
700.11,False,template4
967.55,False,template4
293.1,False,template4
650.39,False,template4
650.52,False,template4
797.27,False,template4
812.7,False,template4
473.9,False,template4
678.04,False,template4
170.08,False,template4
489.64,False,template4
695.04,False,template4
452.0,False,template4
1115.59,True,template4
664.76,False,template4
719.08,False,template4
884.57,False,template4
610.44,False,template4
229.33,False,template4
285.24,False,template4
1551.58,True,template4
137.55,False,template4
913.03,False,template4
397.49,False,template4
65.83,False,template4
359.98,False,template4
431.22,False,template4
553.17,False,template4
294.82,False,template4
781.68,False,template4
539.73,False,template4
638.5,False,template4
1142.49,True,template4
971.87,False,template4
383.23,False,template4
640.23,False,template4
532.1,False,template4
485.2,False,template4
496.64,False,template4
542.77,False,template4
551.35,False,template4
329.0,False,template4
657.93,False,template4
590.62,False,template4
827.24,False,template4
928.64,False,template4
1018.68,True,template4
141.21,False,template4
51.15,False,template4
128.43,False,template4
853.73,False,template4
1114.72,True,template4
512.81,False,template4
989.59,False,template4
451.99,False,template4
488.63,False,template4
534.69,False,template4
921.5,False,template4
309.09,False,template4
537.88,False,template4
455.59,False,template4
263.2,False,template4
755.72,False,template4
677.33,False,template5
630.17,False,template5
564.97,False,template5
56.86,False,template5
151.09,False,template5
1183.48,True,template5
248.05,True,template5
818.98,False,template5
905.33,False,template5
1042.62,True,template5
473.44,False,template5
762.86,False,template5
243.73,False,template5
318.4,False,template5
241.82,False,template5
421.21,False,template5
701.87,False,template5
816.02,False,template5
1076.77,True,template5
752.03,False,template5
159.01,False,template5
796.32,False,template5
1112.39,True,template5
437.39,False,template5
448.59,False,template5
698.01,False,template5
685.94,False,template5
1021.38,True,template5
877.54,False,template5
568.28,False,template5
232.24,False,template5
290.58,False,template5
488.89,False,template5
424.62,False,template5
573.73,False,template5
1097.04,True,template5
686.08,False,template5
612.8,False,template5
378.19,False,template5
825.37,False,template5
916.18,False,template5
803.07,False,template5
468.08,False,template5
964.37,False,template5
1045.01,True,template5
137.84,False,template5
202.06,False,template5
200.59,False,template5
584.48,False,template5
702.81,False,template5
718.38,False,template5
94.12,False,template5
428.73,False,template5
930.23,False,template5
670.88,False,template5
860.51,False,template5
584.25,False,template5
716.83,False,template5
674.82,False,template5
406.44,False,template5
644.12,False,template5
812.13,False,template5
359.63,False,template5
606.73,False,template5
437.83,False,template5
810.11,False,template5
724.28,False,template5
199.47,False,template5
1597.52,True,template5
625.12,False,template5
721.23,False,template5
138.64,False,template5
1638.46,True,template5
689.23,False,template5
676.88,False,template5
261.52,False,template5
1030.91,True,template5
1363.67,True,template5
346.46,False,template5
577.38,False,template5
706.95,False,template5
848.89,False,template5
1266.64,True,template5
69.07,False,template5
558.08,False,template5
1203.25,True,template5
515.15,False,template5
834.36,False,template5
1029.86,True,template5
1041.29,True,template5
1220.74,True,template5
1610.42,True,template5
756.14,False,template5
1244.45,True,template5
517.05,False,template5
501.58,True,template5
196.45,False,template5
491.71,False,template5
728.73,False,template5
1133.87,True,template5
544.96,False,template5
1617.48,True,template5
1147.99,True,template5
626.57,False,template5
870.62,False,template5
431.71,False,template5
417.7,False,template5
402.97,False,template5
1184.96,True,template5
36.61,False,template5
1082.86,True,template5
1183.93,True,template5
134.04,False,template5
190.52,False,template5
71.48,False,template5
398.24,False,template5
545.06,False,template5
398.76,False,template5
409.86,False,template5
334.94,False,template5
1192.38,True,template5
570.04,False,template5
132.99,False,template5
205.04,False,template5
575.43,False,template5
387.25,False,template5
344.7,False,template5
757.5,False,template5
101.36,False,template5
509.18,False,template5
1084.15,True,template5
780.38,False,template5
1446.26,True,template5
797.36,False,template5
605.13,False,template5
290.3,False,template5
475.18,False,template5
1166.19,True,template5
432.62,False,template5
720.32,False,template5
564.19,False,template5
779.79,False,template5
946.02,False,template5
597.85,False,template5
423.4,False,template5
1155.59,True,template5
227.54,False,template5
111.56,False,template5
489.33,False,template5
208.8,False,template5
358.19,False,template5
577.79,False,template5
982.67,False,template5
692.33,False,template5
393.69,False,template5
378.99,False,template5
199.91,False,template5
1037.71,True,template5
328.11,False,template5
988.78,False,template5
699.03,False,template5
580.92,False,template5
357.11,False,template5
989.65,False,template5
1496.57,True,template5
786.25,False,template5
397.88,False,template5
580.25,False,template5
1230.57,True,template5
851.06,False,template5
466.54,False,template5
886.76,False,template5
435.65,False,template5
430.84,False,template5
621.51,False,template5
727.13,False,template5
950.06,True,template5
800.6,False,template5
555.38,False,template5
1044.47,True,template5
550.59,False,template5
342.15,False,template5
239.4,False,template5
203.76,False,template5
145.01,False,template5
655.01,False,template5
602.75,False,template5
303.62,False,template5
703.43,False,template5
309.17,False,template5
549.71,False,template5
266.54,False,template5
1473.15,True,template5
912.25,False,template5
730.98,False,template5
846.3,False,template5
432.15,False,template5
555.89,True,template5
349.22,False,template5
231.13,True,template5
